GPA,FamilyIncome,Sleep,District,StudyTime,Grade
1.6,67096,5.5,6,33,54
3.2,83606,8.4,4,39,85
0.8,72138,4.8,5,33,37
2.8,89947,4.4,5,43,65
2.8,77268,5.9,5,32,61
3.4,68895,5.1,5,46,78
2.5,74976,5.3,5,35,58
3.3,47667,4.6,4,57,82
2.4,93646,4.2,6,31,46
3.3,73478,5.9,6,17,55
3.2,81613,5.5,4,51,78
2.6,66214,6.3,4,34,61
3.1,89409,5.9,5,47,84
2.9,78628,5.3,5,55,82
1.9,80846,7.1,7,29,70
3,51239,5.8,5,43,76
3,73919,4.8,6,56,84
2.5,64459,7.1,4,39,72
2.2,73093,7,7,35,76
2.6,128655,6.1,8,46,90
3.1,74015,5.8,6,28,66
0.7,91668,6.7,7,48,75
2.8,69070,5.5,4,43,65
3.3,87559,5,5,45,74
3.4,33998,6.6,5,51,97
2.1,90644,5.8,5,40,62
3.7,73933,5.8,6,45,87
2.1,75825,7.3,6,32,72
3.9,104911,5.8,6,46,90
2.7,59479,5.7,5,34,60
1.6,50453,7.4,5,43,76
2,54615,5.9,5,48,77
2,107081,6.5,4,45,68
2.1,75156,5.4,6,50,73
3.6,114355,6.2,5,40,76
2.5,29315,5.5,4,18,37
2.9,62927,4.6,2,47,55
2.3,50163,7.2,6,32,71
1.9,69981,5.3,6,38,60
2.6,76155,7.2,5,42,79
3.4,70141,5.1,3,51,74
1.3,88475,5.2,5,37,47
1.4,86608,6.4,3,42,53
3.7,93986,4.5,3,34,51
2.7,86711,4.5,4,51,67
2.7,75351,7.8,6,48,95
1.3,69805,5.6,6,31,51
1.1,81611,7.1,5,42,65
2.9,61541,6.7,4,50,86
3.4,82315,6.3,6,31,74
3,62459,6.5,5,41,76
2.5,85268,6.6,4,52,82
3.8,79273,6.2,6,39,87
2.8,47576,7.9,5,49,96
2.2,61144,5.7,7,41,73
3.6,66534,6.5,4,32,68
2.9,80989,4.4,5,32,53
2.9,58203,4,6,63,87
3.5,70457,6.6,5,41,86
3,69251,6,4,61,93
3,87216,6.7,5,40,79
4,78406,4.5,6,41,76
3.6,92155,8.4,5,17,73
2.9,58108,4.5,5,32,53
2.4,57277,5.1,3,60,73
3.2,73937,3.8,3,48,60
2.3,68547,6.1,5,45,74
3.4,93031,7.1,7,27,78
2.7,88070,4.8,7,40,69
2.7,56943,5.9,5,40,67
2.6,66635,6.1,6,54,88
2.4,75445,6.7,5,45,80
3,90812,5.2,3,22,40
3.1,49979,6.3,4,49,82
3.1,61203,5.5,6,33,67
1.4,63432,5.1,6,30,44
2.8,48761,5.4,7,44,83
0.9,102767,4.8,4,50,53
3.2,81452,6.4,5,48,83
2.5,87781,4.5,5,45,65
2.4,82910,6.2,5,24,52
2.2,58606,5.6,5,30,50
2.7,102196,5.8,5,38,69
3.5,77951,5.7,4,36,68
2.8,91259,2.5,5,40,46
3,71514,4.7,6,39,69
2.5,78356,3.4,4,45,51
1.8,42808,7,6,45,81
3.3,84293,4.8,6,29,60
1.7,67494,6.4,5,31,53
2.9,87095,6.4,6,35,73
3,70813,5.4,5,35,66
3.8,80683,5.4,5,52,91
2.7,69698,7,4,43,78
3.4,74542,5.3,6,34,69
2.4,92801,2.9,3,25,21
2.3,92333,6.5,5,54,83
3.4,76723,5.9,5,46,82
1.2,93671,6.1,5,40,60
3.6,68162,4.8,6,26,61
1.8,79303,6.1,5,44,66
3.2,47072,5.4,6,31,65
3.5,63012,6.4,4,37,74
2.7,74422,5.6,5,40,66
2.9,59437,5.2,7,44,81
3.8,73927,6.4,5,45,88
3.7,87853,7.1,6,30,83
2.2,58351,4.7,7,45,71
3.3,83841,6,5,55,91
2.6,73604,6,5,44,76
3.4,56422,6.6,5,36,78
1.8,73837,4.8,5,56,72
3.9,45499,6.7,5,50,99
1.9,67515,5.9,5,47,68
1.6,70448,5.2,5,52,64
2.5,61101,5.7,5,30,54
3.5,70006,5.6,6,46,87
2,93216,7.1,3,13,36
3,73922,7.7,6,39,89
1.4,73228,4,5,45,48
2.2,77488,5.5,6,55,84
3.2,81109,6.9,5,39,81
4,59685,6.5,5,41,88
2.2,77291,4.7,4,47,56
1.9,87765,4.4,5,49,58
3.2,73144,8.7,5,27,78
3.6,54835,4.9,6,34,68
2.8,86626,8,4,54,98
3.7,69608,7.4,6,36,90
2.2,76654,4.5,5,49,66
3.6,91985,6.7,5,49,94
3.1,82060,6.2,5,45,80
3.8,65193,5.7,6,39,83
1.3,101509,5.5,6,32,51
2.6,63095,5.7,5,23,50
3.1,80946,7,4,21,57
2.4,106572,6.3,4,54,80
3.7,52882,6.3,4,50,87
2.7,85961,5.1,4,45,67
3.4,91494,3.7,5,31,50
3.1,83033,8.1,6,44,97
4,79882,5.5,5,56,96
2.3,75135,7.2,5,34,67
2.5,75890,4.9,6,14,35
2.3,94022,5.3,4,30,45
2.8,63856,6.8,5,35,71
3.1,99901,5.9,5,26,62
2.7,96508,4.3,6,34,58
2.3,76736,6.1,5,59,88
2.5,64199,5.5,7,43,75
2.9,92119,7.2,5,39,80
3.3,81004,5.4,5,46,79
3.2,100492,3.6,6,44,64
2.4,90433,6.4,5,19,48
2.6,75925,6,5,33,59
2.3,59647,6.2,6,44,77
2.3,52121,7.1,6,42,84
2.4,57892,6.7,6,42,83
2.7,58285,6.8,5,52,92
3.6,88301,6.5,7,36,87
3.3,89107,6.2,6,50,96
3.8,73433,4.9,2,47,68
2.4,93211,6.8,5,56,90
3,71989,5.9,6,41,77
3.3,76004,4.9,6,62,98
3.1,97105,6.6,5,26,64
2.8,71921,5.4,6,28,60
3.5,98194,6.2,5,47,88
3.2,65179,6.2,3,41,70
3.7,72102,6.9,7,39,92
2.6,57125,5.3,5,39,64
3,68207,5.7,5,55,89
0.6,46462,5.3,4,38,40
1.3,71718,3.8,6,33,38
1.9,51142,5.7,5,55,76
2.7,69796,5.4,4,39,61
2.3,97451,7,4,40,69
3.5,39354,5.2,6,43,80
2.6,69746,5.4,4,36,57
1.7,82409,6.9,5,57,86
1.3,64591,4.3,5,46,53
3.4,76709,6.6,5,36,80
1.5,89053,4.6,3,61,60
2.8,91701,6.8,6,31,70
2.8,80057,6.3,6,42,80
3.5,89719,4.2,6,52,82
2.8,86208,5.7,5,29,54
2.7,75023,4.2,4,46,61
2.9,83970,5.8,4,47,75
3.1,60055,4.8,6,33,64
2.9,78137,4.5,4,31,46
2.8,94903,4.2,4,44,57
2.9,93289,6.7,4,23,53
3.9,72399,5.8,5,37,77
3.4,63858,6.5,4,36,71
2.9,116044,5.4,5,17,46
2.7,64981,6.2,5,25,55
2,89927,6,7,49,84
1.9,42606,3.7,6,44,54
2,76940,6.4,6,30,63
1,69125,4.9,4,46,48
2.3,34020,4.2,7,39,61
3.7,91849,8.1,5,39,94
2.8,57571,7.6,4,46,87
3.6,53095,6.6,5,50,93
1.7,89696,5.9,5,33,51
1.7,63153,4,5,23,26
2.8,91308,7.4,4,39,77
3.1,77881,4.8,5,23,49
2.1,83702,6.7,4,27,53
2.6,87859,7.6,5,48,89
2.2,67266,5.6,6,60,90
2.1,57093,4.8,5,38,52
2.4,87634,5.3,4,51,66
2.1,86632,5.7,4,26,45
3.4,64543,5.4,3,47,70
3.4,55490,3.7,5,42,62
1.9,86591,5.1,4,41,54
3.1,82682,6,6,34,71
2.7,60023,4.8,6,37,62
3.2,51660,5.8,6,50,88
3.8,72092,5.6,5,52,88
2.2,97386,6.6,5,43,74
2.9,76250,7.2,5,39,81
1.8,88135,6,5,20,42
2.7,82652,6.7,3,48,77
3.4,68378,9.1,4,39,94
3.8,75987,5.1,5,34,67
3.9,83000,6.2,5,21,61
2.8,105071,6,7,32,70
3.4,64785,6.2,4,58,95
2.4,73959,5.7,5,48,72
3,60164,7,5,49,92
3.5,87442,5.5,5,53,90
2.9,71188,5.7,6,32,65
2.8,94903,5.8,5,28,60
3.9,85211,6.7,6,45,95
2.6,93661,6.1,5,47,77
3.1,59719,3.3,7,33,55
2.6,60279,4.8,5,11,27
2.9,62236,5.2,7,34,67
3.5,80103,6.7,4,46,84
3.2,59368,4.6,4,42,61
1.6,77909,5.9,4,35,51
3.5,99052,6.2,3,36,65
2.4,92243,5.7,5,31,57
2,75728,6,5,37,63
3.8,113662,6.4,4,33,70
3.2,72050,6.9,5,32,73
2.3,106732,5.5,5,30,52
3.2,80715,4.8,5,43,69
3,90109,6.6,5,48,89
3.3,99001,4.9,5,55,85
3.5,81591,5.7,4,50,83
2.4,86068,7.9,4,27,65
3.2,64161,6.1,6,26,67
2.1,77105,5.8,4,46,66
2,86843,6.4,5,45,72
2.2,55377,5.6,4,35,52
3.6,54960,6.7,6,37,86
2.8,78723,5.7,6,41,76
2.5,75648,5.6,4,32,53
2.5,102701,6.5,5,32,62
3.7,108258,6.5,4,43,85
1.5,66671,6.8,3,51,70
3.1,79641,6.1,6,40,78
2.1,101378,7.5,5,29,60
1.3,78811,6.5,5,46,66
3.7,97676,6.6,5,26,69
2.7,57044,5.6,7,54,94
1.4,69067,6.4,7,38,66
2,79794,5.9,3,20,30
1.7,47057,8.2,4,55,88
2.3,71210,5.7,4,19,36
1.9,102198,5.1,7,51,78
2.5,65793,6.8,4,42,70
3.5,91089,6.4,7,39,89
2.2,87543,5.1,6,25,47
3.5,65751,6.3,5,39,77
1.1,70944,6.2,5,31,48
2.5,112308,6.1,5,44,71
3.8,68204,3.7,5,31,54
2.2,56915,4.9,7,46,73
3.2,68391,6.5,4,30,66
2.7,87347,6,4,29,53
3.7,54451,3.7,3,45,59
2.1,78855,7,3,34,58
3,77952,5.8,6,41,76
2.8,104202,5.5,4,45,69
1.8,97158,6.1,5,33,56
3.1,73286,7,5,25,64
3,104534,5.5,4,31,55
3.4,85173,4.9,5,40,72
3,97035,4.5,4,59,75
1.3,77281,3.9,4,32,26
2.5,85551,4.2,6,44,61
3.3,64050,5.4,5,42,76
1.8,79857,5.7,7,46,76
2.1,65389,6.5,5,51,83
3.3,64210,5.5,5,50,82
3.7,84221,6.5,6,37,83
3.2,77797,3.8,5,40,60
3.2,57875,5.9,5,17,52
3.2,72644,5.8,6,32,68
1.5,106897,6,5,24,43
2.3,80321,6.3,8,44,88
1.7,93312,7.1,6,19,52
3.3,80444,4.8,5,38,66
3.6,74694,6.2,6,36,80
3.6,96379,5.8,5,50,86
3,71659,6.7,3,32,64
3.6,63009,6,4,39,75
2.9,99096,6.4,5,43,79
2.9,82062,5.4,5,45,74
3.9,92065,6.5,3,50,89
2.4,90393,6.3,4,46,73
2.9,90627,5,4,16,38
2.3,78043,5.2,6,35,59
3.8,67763,6.2,5,30,73
2.9,86305,5.5,3,59,82
0.4,44904,8,4,54,76
3.3,65589,6.4,4,54,90
2.5,96260,6,5,45,73
3.7,97337,6.2,5,55,95
3.8,85693,5.7,6,40,84
2.4,73520,4.2,7,55,78
3.1,95816,5.6,4,39,63
2.1,80521,3.2,6,35,44
3.9,76143,5.6,5,27,66
2.6,67193,6.3,5,56,89
2.2,86420,5.8,5,36,59
2.6,71927,6.8,5,51,85
3.5,87283,6.6,6,36,84
2.8,67811,7.7,5,33,79
1.8,72083,6.7,7,32,71
3.2,84644,4.7,5,70,99
2.5,101541,5.3,6,56,89
2.9,93609,6.2,3,34,58
3.1,58951,5.6,4,29,53
3.6,97741,6.7,6,42,93
3,66114,5.3,7,39,75
3.5,76218,6.4,4,47,84
3.2,102276,5.8,5,28,60
3.5,79062,5.4,4,48,81
3.3,78261,6.5,4,44,80
3.9,72602,5.8,5,51,93
2.9,72477,5.8,5,54,87
2.5,53784,5.7,4,37,60
1.7,47544,4.6,6,31,44
2.2,74504,6.8,4,55,82
3.5,72804,6,5,46,86
3,74652,4.2,4,45,59
1.3,55358,6.2,4,36,46
2.8,58955,5.5,5,45,76
1.6,69645,5.2,3,46,54
1.5,85610,7.4,6,33,65
2.6,98462,3.9,5,31,47
0.9,79168,8.5,6,33,69
2.3,80943,6.4,4,33,57
3,72821,7,4,24,57
1.8,82486,7.2,6,38,70
3.4,79194,6.3,4,38,73
2.9,98378,5.2,5,45,74
2.2,81660,7.3,5,32,65
2.9,59703,5.9,5,35,71
3.6,88041,6.7,7,24,77
1.9,61515,4.7,7,27,47
1.2,70106,6.1,7,53,80
3.8,62898,5.6,4,25,56
3.8,91150,6.2,4,48,87
2.8,68648,4.5,5,38,59
1.6,80008,4.9,4,32,37
3.4,57138,5.3,4,24,52
3.7,61924,6,4,25,60
1.6,42147,7.3,6,25,59
2.7,57587,5.9,6,36,69
3.3,91009,6.1,8,29,80
3.5,61241,5.4,5,40,73
2.1,51016,7.5,5,41,74
1.9,85129,6.1,6,44,73
3,65205,5.8,5,44,78
1.9,57971,4.1,5,57,68
2.7,109925,4.7,6,42,69
3.6,108522,6.9,4,43,86
2.1,115409,6.3,5,47,73
1.8,80345,5,7,43,63
0.9,92651,5.4,6,48,64
4,84664,7.8,7,33,98
1.6,80140,5.4,6,54,74
3,69657,6.8,5,31,70
2.6,101305,5.6,3,50,71
3.8,105145,6,6,41,88
1.3,52028,4.1,4,31,30
2.5,84317,5,5,25,47
3.2,79803,4.7,4,29,48
2.2,69493,6.3,5,48,74
1.6,72545,5.2,6,42,63
2.6,82387,6.8,5,36,68
